Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County,name_no_num,code,row_num,definition
Walgreens 7064,-85.577621,38.246498,9409 Shelbyville Rd,Ste 101,Louisville,KY,40222,5157,JEFFERSON,WALGREENS,447110,4,Food Mart
Walgreens 7064,-85.577621,38.246498,9409 Shelbyville Rd,Ste 101,Louisville,KY,40222,5157,JEFFERSON,WALGREENS,445120,3,Convenience Store
Walgreens 7315,-85.495537,38.240116,13807 English Villa Dr,NA,Louisville,KY,40245,3994,JEFFERSON,WALGREENS,447110,4,Food Mart
Walgreens 7315,-85.495537,38.240116,13807 English Villa Dr,NA,Louisville,KY,40245,3994,JEFFERSON,WALGREENS,445120,3,Convenience Store
Walgreens 7643,-85.566711,38.313038,9801 Brownsboro Rd,NA,Louisville,KY,40241,1125,JEFFERSON,WALGREENS,447110,4,Food Mart
Walgreens 7643,-85.566711,38.313038,9801 Brownsboro Rd,NA,Louisville,KY,40241,1125,JEFFERSON,WALGREENS,445120,3,Convenience Store
Walgreens 10151,-85.661964,38.253391,3700 Frankfort Ave,NA,Louisville,KY,40207,2557,JEFFERSON,WALGREENS,447110,4,Food Mart
Walgreens 10151,-85.661964,38.253391,3700 Frankfort Ave,NA,Louisville,KY,40207,2557,JEFFERSON,WALGREENS,445120,3,Convenience Store
Walgreens 4586,-85.616058,38.138817,7914 Fegenbush Ln,NA,Louisville,KY,40228,1712,JEFFERSON,WALGREENS,447110,4,Food Mart
Walgreens 4586,-85.616058,38.138817,7914 Fegenbush Ln,NA,Louisville,KY,40228,1712,JEFFERSON,WALGREENS,445120,3,Convenience Store
Walgreens 5813,-85.666245,38.088177,11930 Standiford Plaza Dr,NA,Louisville,KY,40229,5901,JEFFERSON,WALGREENS,447110,4,Food Mart
Walgreens 5813,-85.666245,38.088177,11930 Standiford Plaza Dr,NA,Louisville,KY,40229,5901,JEFFERSON,WALGREENS,445120,3,Convenience Store
Costco Wholesale 0634,-85.573563,38.31498,5020 Norton Healthcare Blvd,NA,Louisville,KY,40241,2835,JEFFERSON,COSTCO WHOLESALE,452910,2,Super Center and Club Store
Circle K 2723312,-85.484718,38.190891,14000 Taylorsville Rd,NA,Louisville,KY,40299,4794,JEFFERSON,CIRCLE K,445120,3,Convenience Store
SHORTY'S FOOD MART 3,-85.793877,38.219856,2133 Dixie Hwy,NA,Louisville,KY,40210,2241,JEFFERSON,SHORTYS FOOD MART,447110,4,Food Mart
CVS PHARMACY 2337,-85.718338,38.211178,3229 Poplar Level Rd,NA,Louisville,KY,40213,1030,JEFFERSON,CVS PHARMACY,445120,3,Convenience Store
CVS PHARMACY 5866,-85.493103,38.240314,13900 Shelbyville Rd,NA,Louisville,KY,40245,3906,JEFFERSON,CVS PHARMACY,445120,3,Convenience Store
CVS PHARMACY 6211,-85.659828,38.252117,3721 Lexington Rd,NA,Louisville,KY,40207,3023,JEFFERSON,CVS PHARMACY,445120,3,Convenience Store
CVS PHARMACY 6216,-85.590843,38.157433,6109 Bardstown Rd,NA,Louisville,KY,40291,3001,JEFFERSON,CVS PHARMACY,445120,3,Convenience Store
Walgreens 11665,-85.681145,38.138149,4310 Outer Loop,NA,Okolona,KY,40219,3853,JEFFERSON,WALGREENS,447110,4,Food Mart
Walgreens 11665,-85.681145,38.138149,4310 Outer Loop,NA,Okolona,KY,40219,3853,JEFFERSON,WALGREENS,445120,3,Convenience Store
Walgreens 11664,-85.861542,38.178326,4926 Cane Run Rd,NA,Louisville,KY,40216,1149,JEFFERSON,WALGREENS,447110,4,Food Mart
Walgreens 11664,-85.861542,38.178326,4926 Cane Run Rd,NA,Louisville,KY,40216,1149,JEFFERSON,WALGREENS,445120,3,Convenience Store
Walgreens 10560,-85.587563,38.150524,6620 Bardstown Rd,NA,Louisville,KY,40291,3045,JEFFERSON,WALGREENS,447110,4,Food Mart
Walgreens 10560,-85.587563,38.150524,6620 Bardstown Rd,NA,Louisville,KY,40291,3045,JEFFERSON,WALGREENS,445120,3,Convenience Store
Jay Food Mart I,-85.572968,38.172302,5050 Billtown Rd,NA,Louisville,KY,40299,1223,JEFFERSON,JAY FOOD MART I,447110,4,Food Mart
GRAY STREET FARMERS MARKET,-85.745758,38.24638,485 E Gray St,NA,Louisville,KY,40202,1741,JEFFERSON,GRAY STREET FARMERS MARKET,6,6,Farmer's Market
HURSTBOURNE PKY FOOD CENTER,-85.57962,38.22192,1620 S Hurstbourne Pkwy,NA,Louisville,KY,40220,1693,JEFFERSON,HURSTBOURNE PKY FOOD CENTER,445120,3,Convenience Store
Circle K 2723238,-85.669907,38.091011,5035 Mud Ln,NA,Louisville,KY,40229,2870,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 2723311,-85.675545,38.216423,2911 Bardstown Rd,NA,Louisville,KY,40205,3017,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 272114,-85.724014,38.186131,4301 Preston Hwy,NA,Louisville,KY,40213,2031,JEFFERSON,CIRCLE K,445120,3,Convenience Store
FRESH STOP at Redeemer Lutheran Church,-85.812019,38.254913,3640 River Park Dr,NA,Louisville,KY,40211,2919,JEFFERSON,FRESH STOP AT REDEEMER LUTHERAN CHURCH,5,NA,NA
Papa Murphy's,-85.586555,38.148296,6756 Bardstown Rd,NA,Louisville,KY,40291,3048,JEFFERSON,PAPA MURPHYS,445120,3,Convenience Store
Dollar General 12215,-85.764595,38.210365,2701 S 4th St,NA,Louisville,KY,40208,1520,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
Dollar General 12215,-85.764595,38.210365,2701 S 4th St,NA,Louisville,KY,40208,1520,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
Friendly Mart,-85.604492,38.193802,3741 S Hurstbourne Pkwy,NA,Louisville,KY,40299,1366,JEFFERSON,FRIENDLY MART,447110,4,Food Mart
Circle K 2723315,-85.776047,38.12677,5929 New Cut Road,NA,Louisville,KY,40214,NA,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Speedway 9514,-85.629433,38.219181,2965 Breckenridge Ln,NA,Louisville,KY,40220,1463,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Sunrise Market,-85.370476,38.104984,5469 Taylorsville Rd,NA,Fisherville,KY,40023,8423,JEFFERSON,SUNRISE MARKET,6,6,Farmer's Market
Big A Farmers Market,-85.811005,38.221615,2901 Commerce Center Place,NA,Louisville,KY,40211,NA,JEFFERSON,BIG A FARMERS MARKET,6,6,Farmer's Market
Dollar General 12410,-85.62706,38.220009,3943 Taylorsville Rd,NA,Louisville,KY,40220,1455,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
Dollar General 12410,-85.62706,38.220009,3943 Taylorsville Rd,NA,Louisville,KY,40220,1455,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
Circle K 2723317,-85.589653,38.155079,6325 Bardstown Rd,NA,Louisville,KY,40291,3038,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Food Market and S Floyd Tobacco,-85.75209,38.231556,1271 S Floyd St,NA,Louisville,KY,40203,2761,JEFFERSON,FOOD MARKET AND S FLOYD TOBACCO,447110,4,Food Mart
Deal Master,-85.879173,38.070019,6115 Blevins Gap Rd,NA,Louisville,KY,40272,1719,JEFFERSON,DEAL MASTER,447110,4,Food Mart
Circle K 272110,-85.713463,38.157242,3001 Fern Valley Rd,NA,Louisville,KY,40213,3521,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 27275,-85.75145,38.222816,1630 Arthur St,NA,Louisville,KY,40208,2727,JEFFERSON,CIRCLE K,445120,3,Convenience Store
CVS PHARMACY 4779,-85.637199,38.293407,2311 Lime Klin Rd,NA,Louisville,KY,40222,NA,JEFFERSON,CVS PHARMACY,445120,3,Convenience Store
Duramart,-85.768791,38.227348,1480 S 7th St,NA,Louisville,KY,40208,2257,JEFFERSON,DURAMART,447110,4,Food Mart
Dollar General 12576,-85.843452,38.137218,7850 Dixie Hwy,NA,Louisville,KY,40258,1364,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
Dollar General 12576,-85.843452,38.137218,7850 Dixie Hwy,NA,Louisville,KY,40258,1364,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
Dollar General 11904,-85.797272,38.211418,2701 Dixie Hwy,NA,Louisville,KY,40216,5205,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
Dollar General 11904,-85.797272,38.211418,2701 Dixie Hwy,NA,Louisville,KY,40216,5205,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
Dollar General 11864,-85.802841,38.249702,3036 W Broadway,NA,Louisville,KY,40211,1433,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
Dollar General 11864,-85.802841,38.249702,3036 W Broadway,NA,Louisville,KY,40211,1433,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
Dollar General 11683,-85.810951,38.116562,8715 3rd Street Rd,NA,Louisville,KY,40272,2302,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
Dollar General 11683,-85.810951,38.116562,8715 3rd Street Rd,NA,Louisville,KY,40272,2302,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
Five Star Halal Market LLC,-85.767372,38.181683,310 W Woodlawn Ave,NA,Louisville,KY,40214,1924,JEFFERSON,FIVE STAR HALAL MARKET LLC,445200,5,Specialized Lines of Food
Circle K 272112,-85.578094,38.225887,1330 S Hurstbourne Pkwy,NA,Louisville,KY,40222,5762,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 2723325,-85.834953,38.115185,9737 3rd Street Rd,NA,Louisville,KY,40272,2603,JEFFERSON,CIRCLE K,445120,3,Convenience Store
DONGAR FOOD MART & DELI 534,-85.720032,38.250507,1401 Lexington Rd,NA,Louisville,KY,40206,1928,JEFFERSON,DONGAR FOOD MART  DELI,447110,4,Food Mart
Dixie Food Mart,-85.802986,38.199787,3512 Dixie Hwy,NA,Louisville,KY,40216,5018,JEFFERSON,DIXIE FOOD MART,447110,4,Food Mart
Thorntons Inc 159,-85.567009,38.311638,4740 Chamberlain Ln,NA,Louisville,KY,40241,1106,JEFFERSON,THORNTONS INC,445120,3,Convenience Store
Sunshine Grocery,-85.754036,38.234497,125 E Oak St,NA,Louisville,KY,40203,2703,JEFFERSON,SUNSHINE GROCERY,445110,1,Grocery
Save-A-Lot 792,-85.741882,38.230587,1311 S Shelby St,NA,Louisville,KY,40217,1104,JEFFERSON,SAVEALOT,445110,1,Grocery
MIDWEST PETROLEUM,-85.810226,38.224453,3300 Algonquin Pkwy,NA,Louisville,KY,40211,1911,JEFFERSON,MIDWEST PETROLEUM,445120,3,Convenience Store
Shorty's Food Mart 4,-85.780426,38.248817,1711 W Broadway,NA,Louisville,KY,40203,3519,JEFFERSON,SHORTYS FOOD MART,447110,4,Food Mart
ANAR Food Mart,-85.59008,38.280624,8730 Westport Rd,NA,Louisville,KY,40242,3152,JEFFERSON,ANAR FOOD MART,447110,4,Food Mart
Thorntons 158,-85.634636,38.281246,4900 Brownsboro Rd,NA,Louisville,KY,40222,3415,JEFFERSON,THORNTONS,445120,3,Convenience Store
STOP N GO FOOD MART,-85.687256,38.170368,5401 Indian Oaks Cir,NA,Louisville,KY,40219,1100,JEFFERSON,STOP N GO FOOD MART,447110,4,Food Mart
Family Dollar Store 8426,-85.828835,38.16777,5107 Dixie Hwy,NA,Louisville,KY,40216,1701,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Speedway 5457,-85.698875,38.183388,4565 Poplar Level Rd,NA,Louisville,KY,40213,2161,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Speedway 9655,-85.833649,38.158016,5339 Dixie Hwy,NA,Louisville,KY,40216,1557,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Speedway 9662,-85.750999,38.194008,4300 Crittenden Dr,NA,Louisville,KY,40209,1604,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Speedway 9686,-85.764725,38.158932,6821 Southside Dr,NA,Louisville,KY,40214,2856,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Speedway 9709 9709,-85.707825,38.197529,4239 Poplar Level Rd,NA,Louisville,KY,40213,1527,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Garden Gate Fruit Market,-85.626472,38.181858,4411 Breckenridge Ln,NA,Louisville,KY,40218,4009,JEFFERSON,GARDEN GATE FRUIT MARKET,447110,4,Food Mart
Dongar Food Mart & Deli  0530,-85.558113,38.244923,10600 Shelbyville Rd,NA,Louisville,KY,40223,3102,JEFFERSON,DONGAR FOOD MART  DELI,447110,4,Food Mart
Stop N Go Food Mart 4,-85.680695,38.165958,5015 Poplar Level Rd,NA,Louisville,KY,40219,1119,JEFFERSON,STOP N GO FOOD MART,447110,4,Food Mart
Macs Food Mart,-85.803673,38.231815,1500 Hemlock St,NA,Louisville,KY,40211,1720,JEFFERSON,MACS FOOD MART,447110,4,Food Mart
Quick Food Mart,-85.888008,38.139599,7031 Global Dr,NA,Louisville,KY,40258,1977,JEFFERSON,QUICK FOOD MART,447110,4,Food Mart
BP Mini Mart Inc.,-85.798126,38.196819,1871 Berry Blvd,NA,Louisville,KY,40215,1403,JEFFERSON,BP MINI MART INC,445120,3,Convenience Store
Farmboy Foodmart,-85.786789,38.237373,1800 W Oak St,NA,Louisville,KY,40210,1418,JEFFERSON,FARMBOY FOODMART,447110,4,Food Mart
Super Mercado Puebla Llc,-85.569016,38.197601,10119 Taylorsville Rd,NA,Louisville,KY,40299,3649,JEFFERSON,SUPER MERCADO PUEBLA LLC,445200,5,Specialized Lines of Food
DEALS 4601,-85.799011,38.249683,2815 W Broadway,NA,Louisville,KY,40211,1218,JEFFERSON,DEALS,445120,3,Convenience Store
Lickety Split Food Mart,-85.775848,38.148071,5440 New Cut Rd,NA,Louisville,KY,40214,4253,JEFFERSON,LICKETY SPLIT FOOD MART,447110,4,Food Mart
Trader Joes 625,-85.629784,38.250793,4600 Shelbyville Rd,Ste 112,Louisville,KY,40207,3358,JEFFERSON,TRADER JOES,445110,1,Grocery
Trader Joes 628,-85.629784,38.250793,4600 Shelbyville Rd,Ste 111,Louisville,KY,40207,3358,JEFFERSON,TRADER JOES,445110,1,Grocery
Friendly Stop Food Mart,-85.842796,38.195362,4502 Cane Run Rd,NA,Louisville,KY,40216,3422,JEFFERSON,FRIENDLY STOP FOOD MART,447110,4,Food Mart
Dongar Food Mart 532,-85.711479,38.224159,1735 Newburg Rd,NA,Louisville,KY,40205,1225,JEFFERSON,DONGAR FOOD MART,447110,4,Food Mart
Miami Food Market 2,-85.768097,38.170883,5307 S 3rd St,NA,Louisville,KY,40214,2611,JEFFERSON,MIAMI FOOD MARKET,447110,4,Food Mart
La Bella Airosa,-85.684738,38.134674,8106 Preston Hwy,NA,Louisville,KY,40219,3806,JEFFERSON,LA BELLA AIROSA,445200,5,Specialized Lines of Food
ALDI 038,-85.731171,38.19693,3442 Preston Hwy,NA,Louisville,KY,40213,1643,JEFFERSON,ALDI,445110,1,Grocery
Thornton's 160,-85.677231,38.11787,9200 Preston Hwy,NA,Louisville,KY,40229,1107,JEFFERSON,THORNTONS,445120,3,Convenience Store
Fivestar 5301,-85.896782,38.119492,9501 Cane Run Rd,NA,Louisville,KY,40258,1857,JEFFERSON,FIVESTAR,445120,3,Convenience Store
Speedway 9554,-85.575935,38.246296,9416 Shelbyville Rd,NA,Louisville,KY,40222,5116,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Speedway 9643,-85.530586,38.248329,12102 U S 60,NA,Middletown,KY,40243,0,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Speedway 9685,-85.600746,38.166046,5510 Bardstown Rd,NA,Louisville,KY,40291,1910,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Speedway 9710,-85.614349,38.137798,7933 Fegenbush Ln,NA,Louisville,KY,40228,1753,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Speedway 9712,-85.597839,38.218277,4547 Taylorsville Rd,NA,Louisville,KY,40220,3527,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Speedway 9315,-85.541069,38.299557,11301 Westport Rd,NA,Louisville,KY,40241,3807,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Speedway 9373,-85.574982,38.30724,9500 Brownsboro Rd,NA,Louisville,KY,40241,1120,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Papa Murphy's 039,-85.835739,38.153389,6661 Dixie Hwy,Ste 3b,Louisville,KY,40258,3950,JEFFERSON,PAPA MURPHYS,445120,3,Convenience Store
La Tropical,-85.767639,38.181801,319 W Woodlawn Ave,NA,Louisville,KY,40214,1923,JEFFERSON,LA TROPICAL,445200,5,Specialized Lines of Food
Dollar General 13244,-85.777901,38.257587,1631 W Market St,NA,Louisville,KY,40203,1335,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
Dollar General 13244,-85.777901,38.257587,1631 W Market St,NA,Louisville,KY,40203,1335,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
Fivestar 5145,-85.540787,38.217014,11550 Bluegrass Pkwy,NA,Louisville,KY,40299,2350,JEFFERSON,FIVESTAR,445120,3,Convenience Store
Family Dollar Store 8914,-85.869041,38.144581,6312 Greenwood Rd,NA,Louisville,KY,40258,2504,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Family Dollar Store 8696,-85.80777,38.225971,3036 Wilson Ave,NA,Louisville,KY,40211,1970,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Speedway 8132,-85.703064,38.258465,2300 Brownsboro Rd,NA,Louisville,KY,40206,2155,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Circle K 2723330,-85.689568,38.118355,9100 Blue Lick Rd,NA,Louisville,KY,40219,4962,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Smyrna Valero,-85.642242,38.123158,6403 E Manslick Rd,NA,Louisville,KY,40228,2303,JEFFERSON,SMYRNA VALERO,445120,3,Convenience Store
Speedway 9515 9515,-85.668793,38.222855,2720 Taylorsville Rd,NA,Louisville,KY,40205,2338,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Speedway 9518 9518,-85.686127,38.199703,4308 Bishop Ln,NA,Louisville,KY,40218,4518,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Phoenix Hill Nulu Farmer's Market,-85.733757,38.251339,1007 E Jefferson St,NA,Louisville,KY,40206,1621,JEFFERSON,PHOENIX HILL NULU FARMERS MARKET,6,6,Farmer's Market
Family Dollar Store 9071,-85.636665,38.186638,4335 Bardstown Rd,NA,Louisville,KY,40218,3233,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Speedway 5485,-85.646858,38.257484,4150 Westport Rd,NA,Louisville,KY,40207,2723,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Speedway 9669,-85.539177,38.215023,1830 Blankenbaker Pkwy,NA,Louisville,KY,40299,2402,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Family Dollar Store 8824,-85.886452,38.062435,13313 Dixie Hwy,NA,Louisville,KY,40272,4748,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Dollar Tree 5046,-85.868355,38.104889,10309 Dixie Hwy,NA,Louisville,KY,40272,3951,JEFFERSON,DOLLAR TREE,445120,3,Convenience Store
Sissy Liquor & Grocery,-85.76841,38.196842,3947 S 5th St,NA,Louisville,KY,40214,1658,JEFFERSON,SISSY LIQUOR  GROCERY,445110,1,Grocery
The Fresh Market 035,-85.560349,38.245087,10480 Shelbyville Rd,NA,Louisville,KY,40223,3120,JEFFERSON,THE FRESH MARKET,445110,1,Grocery
The Fresh Market 097,-85.638054,38.278557,1805 Rudy Ln,NA,Louisville,KY,40207,1245,JEFFERSON,THE FRESH MARKET,445110,1,Grocery
Super USA 5,-85.775879,38.127254,5901 New Cut Rd,NA,Louisville,KY,40214,5609,JEFFERSON,SUPER USA,445120,3,Convenience Store
Anita & Son Food Mart Inc,-85.590813,38.157196,6102 Bardstown Rd,NA,Louisville,KY,40291,3002,JEFFERSON,ANITA  SON FOOD MART INC,447110,4,Food Mart
Singh Food Mart,-85.68544,38.200535,3301 Newburg Rd,NA,Louisville,KY,40218,2426,JEFFERSON,SINGH FOOD MART,447110,4,Food Mart
Walgreens 15183,-85.809662,38.249924,3410 W Broadway,NA,Louisville,KY,40211,2824,JEFFERSON,WALGREENS,447110,4,Food Mart
Walgreens 15183,-85.809662,38.249924,3410 W Broadway,NA,Louisville,KY,40211,2824,JEFFERSON,WALGREENS,445120,3,Convenience Store
La Caribena,-85.692894,38.149475,7100 Preston Hwy,Ste 104a,Louisville,KY,40219,2730,JEFFERSON,LA CARIBENA,445200,5,Specialized Lines of Food
Papa Murphy's Pizza 001,-85.669968,38.091145,5016 Mud Lane,NA,Louisville,KY,40229,NA,JEFFERSON,PAPA MURPHYS PIZZA,445120,3,Convenience Store
Airport Shell,-85.750908,38.193161,4309 Crittenden Dr,NA,Louisville,KY,40209,1603,JEFFERSON,AIRPORT SHELL,445120,3,Convenience Store
Rose's 530,-85.836235,38.198753,3220 Crums Ln,NA,Louisville,KY,40216,4410,JEFFERSON,ROSES,445120,3,Convenience Store
Family Dollar Store 9199,-85.768715,38.210808,611 Winkler Ave,NA,Louisville,KY,40208,1553,JEFFERSON,FAMILY DOLLAR STORE,445120,3,Convenience Store
Super Usa / Marathon,-85.67231,38.254173,3320 Frankfort Ave,NA,Louisville,KY,40206,2701,JEFFERSON,SUPER USA  MARATHON,445120,3,Convenience Store
Al's Smoke Shop,-85.865059,38.107098,5427 Valley Station Rd,NA,Louisville,KY,40272,3960,JEFFERSON,ALS SMOKE SHOP,445120,3,Convenience Store
Rhythm Food Mart no,-85.844513,38.117718000000004,801 Valley College Dr,NA,Louisville,KY,40272,2772,JEFFERSON,RHYTHM FOOD MART NO,447110,4,Food Mart
Dollar Tree 5192,-85.64608,38.252167,4121 Shelbyville Rd,NA,Louisville,KY,40207,NA,JEFFERSON,DOLLAR TREE,445120,3,Convenience Store
Third Smoke Shop,-85.765045,38.198311,3945 S 3rd St,NA,Louisville,KY,40214,1601,JEFFERSON,THIRD SMOKE SHOP,445120,3,Convenience Store
Wellington Fresh Stop,-85.860977,38.182102,4800 Kaufman Ln,NA,Louisville,KY,40216,1152,JEFFERSON,WELLINGTON FRESH STOP,445200,5,Specialized Lines of Food
Speedy Mart 39,-85.826431,38.195084,2720 Crums Ln,NA,Louisville,KY,40216,3633,JEFFERSON,SPEEDY MART,445120,3,Convenience Store
Puritens Mart,-85.760544,38.234055,1244 South 4th Street,NA,Louisville,KY,40203,3051,JEFFERSON,PURITENS MART,445120,3,Convenience Store
Grab N Go 5,-85.638939,38.232761000000004,1001 Breckenridge Lane,NA,Louisville,KY,40207,NA,JEFFERSON,GRAB N GO,445120,3,Convenience Store
Dollar Tree 5138,-85.560051,38.299706,3600 Springhurst Blvd,NA,Louisville,KY,40241,4142,JEFFERSON,DOLLAR TREE,445120,3,Convenience Store
Mauri Mart,-85.774956,38.195728,901 Denmark St,NA,Louisville,KY,40215,2908,JEFFERSON,MAURI MART,445120,3,Convenience Store
Family Dollar 10271,-85.685341,38.135857,8010 Preston Hwy,NA,Louisville,KY,40219,3804,JEFFERSON,FAMILY DOLLAR,445120,3,Convenience Store
Super Usa 101,-85.68721,38.260136,2912 Brownsboro Rd,NA,Louisville,KY,40206,1404,JEFFERSON,SUPER USA,445120,3,Convenience Store
Nulu Edge Food Market,-85.743782,38.25098,528 E Liberty St,NA,Louisville,KY,40202,1108,JEFFERSON,NULU EDGE FOOD MARKET,445120,3,Convenience Store
Patel's Food Mart,-85.616081,38.252132,7401 New La Grange Rd,NA,Louisville,KY,40222,4813,JEFFERSON,PATELS FOOD MART,445120,3,Convenience Store
