Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County,name_no_num,code,row_num,definition
Kmart 7288,-85.776161,38.126457,191 Outer Loop,NA,Louisville,KY,40214,5544,JEFFERSON,KMART,452910,2,Super Center and Club Store
CVS Pharmacy 6202,-85.704987,38.258904,2106 Brownsboro Rd,NA,Louisville,KY,40206,2120,JEFFERSON,CVS PHARMACY,445120,3,Convenience Store
CVS Pharmacy 6206,-85.66851,38.087528,5121 Antle Dr,NA,Louisville,KY,40229,2872,JEFFERSON,CVS PHARMACY,445120,3,Convenience Store
CVS PHARMACY 6210,-85.757454,38.251041,501 S 4th Street,NA,LOUISVILLE,KY,40202,NA,JEFFERSON,CVS PHARMACY,445120,3,Convenience Store
CVS Pharmacy 6207,-85.76841,38.169888,5330 S 3rd St,NA,Louisville,KY,40214,2612,JEFFERSON,CVS PHARMACY,445120,3,Convenience Store
PORTLAND SAVE A LOT,-85.79071,38.27129,2626 Portland Ave,NA,Louisville,KY,40212,1042,JEFFERSON,PORTLAND SAVE A LOT,447110,4,Food Mart
ALDI 039,-85.636978,38.186768,4301 Bardstown Rd,NA,Louisville,KY,40218,3233,JEFFERSON,ALDI,445110,1,Grocery
THORNTON'S QUICK CAFE & MARKET 96,-85.701988,38.1875,4516 Poplar Level Rd,NA,Louisville,KY,40213,2124,JEFFERSON,THORNTONS QUICK CAFE  MARKET,445120,3,Convenience Store
THORNTON'S QUICK CAFE & MARKET 60,-85.73288,38.199547,3320 Preston Hwy,NA,Louisville,KY,40213,1332,JEFFERSON,THORNTONS QUICK CAFE  MARKET,445120,3,Convenience Store
B & E SALVAGE #2,-85.680031,38.126354,8645 Preston Hwy,NA,Louisville,KY,40219,5305,JEFFERSON,B  E SALVAGE,447110,4,Food Mart
BLUE GRASS MEATS & SEAFOOD,-85.841553,38.139904,7675 DIXIE HWY,NA,LOUISVILLE,KY,40258,NA,JEFFERSON,BLUE GRASS MEATS  SEAFOOD,445200,5,Specialized Lines of Food
Walmart STORE  1269,-85.585243,38.21817,1915 S Hurstbourne Pkwy,NA,Louisville,KY,40220,1645,JEFFERSON,WALMART STORE,445110,1,Grocery
Walmart STORE  1170,-85.869392,38.10321,10445 Dixie Hwy,NA,Louisville,KY,40272,3953,JEFFERSON,WALMART STORE,445110,1,Grocery
Walmart S/C  3294,-85.585625,38.144703,7101 Cedar Springs Blvd,NA,Louisville,KY,40291,2587,JEFFERSON,WALMART SC,452910,2,Super Center and Club Store
RAINBOW BLOSSOM NATURAL FOOD MRKT,-85.528053,38.247143,12232 Shelbyville Rd,NA,Louisville,KY,40243,1417,JEFFERSON,RAINBOW BLOSSOM NATURAL FOOD MRKT,445110,1,Grocery
BADER'S FOOD MART,-85.752197,38.252808,300 S 1st St,NA,Louisville,KY,40202,1414,JEFFERSON,BADERS FOOD MART,447110,4,Food Mart
Circle K 2723222,-85.803177,38.121475,8320 3rd Street Rd,NA,Louisville,KY,40214,5524,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 2723221,-85.579697,38.2052,9602 Taylorsville Rd,NA,Jeffersontown,KY,40299,2737,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 2723245,-85.713669,38.175583,5001 Preston Hwy,NA,Louisville,KY,40213,2213,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 2723237,-85.623444,38.179245,4700 Bardstown Rd,NA,Louisville,KY,40218,4006,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 2723246,-85.766273,38.181156,4701 S 3rd St,NA,Louisville,KY,40214,2123,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 2723234,-85.764885,38.191978,4347 S 3rd St,NA,Louisville,KY,40214,1561,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 2723232,-85.88681,38.061638,13401 Dixie Hwy,NA,Louisville,KY,40272,1363,JEFFERSON,CIRCLE K,445120,3,Convenience Store
BOONE DBA CHEVRON FOOD MART,-85.74295,38.244987,601 E Broadway,NA,Louisville,KY,40202,1709,JEFFERSON,BOONE DBA CHEVRON FOOD MART,445120,3,Convenience Store
WALGREENS  6443,-85.72448,38.240406,990 Baxter Ave,NA,Louisville,KY,40204,2064,JEFFERSON,WALGREENS,447110,4,Food Mart
WALGREENS  6443,-85.72448,38.240406,990 Baxter Ave,NA,Louisville,KY,40204,2064,JEFFERSON,WALGREENS,445120,3,Convenience Store
KROGER #L-00350 L350,-85.774643,38.143333,5553 New Cut Rd,NA,Louisville,KY,40214,NA,JEFFERSON,KROGER L L,445110,1,Grocery
BINH PHUOC ORIENTAL MARKET,-85.768059,38.171124,5301 S 3rd St,NA,Louisville,KY,40214,2611,JEFFERSON,BINH PHUOC ORIENTAL MARKET,445200,5,Specialized Lines of Food
Circle K 2723231,-85.782738,38.268425,2100 Portland Ave,NA,Louisville,KY,40212,1032,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Walmart NEIGHBORHOOD MKT 5183,-85.565315,38.18848,3800 Ruckriegel Pkwy,NA,Jeffersontown,KY,40299,3958,JEFFERSON,WALMART NEIGHBORHOOD MKT,445110,1,Grocery
THORNTONS QUICK CAFE & MARKET 24,-85.644005,38.220852,3726 Taylorsville Rd,NA,Louisville,KY,40220,1344,JEFFERSON,THORNTONS QUICK CAFE  MARKET,445120,3,Convenience Store
SUPER STOP FOOD MART,-85.691063,38.146366,7303 Preston Hwy,NA,Louisville,KY,40219,2742,JEFFERSON,SUPER STOP FOOD MART,447110,4,Food Mart
KROGER #L-00376 L376,-85.678711,38.138252,4501 Outer Loop,NA,Louisville,KY,40219,3856,JEFFERSON,KROGER L L,445110,1,Grocery
THORNTONS QUICK CAFE & MARKET 95,-85.508209,38.242374,13314 Shelbyville Rd,NA,Louisville,KY,40223,3936,JEFFERSON,THORNTONS QUICK CAFE  MARKET,445120,3,Convenience Store
WHOLE FOODS MARKET 10186,-85.625244,38.250374,4944 Shelbyville Rd,NA,Louisville,KY,40207,3306,JEFFERSON,WHOLE FOODS MARKET,445110,1,Grocery
Circle K 272134,-85.660057,38.160015,6204 Shepherdsville Rd,NA,Louisville,KY,40228,1026,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Circle K 2723230,-85.659477,38.178288,5000 Shepherdsville Rd,NA,Louisville,KY,40228,1002,JEFFERSON,CIRCLE K,445120,3,Convenience Store
SAVE-A-LOT,-85.792099,38.224365,1804 Dixie Hwy,NA,Louisville,KY,40210,2304,JEFFERSON,SAVEALOT,445110,1,Grocery
SAVE A LOT 386,-85.840813,38.19656,4443 Cane Run Rd,NA,Louisville,KY,40216,4594,JEFFERSON,SAVE A LOT,445110,1,Grocery
THORNTON'S GAS & FOOD MART 49,-85.880348,38.084549,11710 S Dixie Hwy,NA,Louisville,KY,40272,4805,JEFFERSON,THORNTONS GAS  FOOD MART,445120,3,Convenience Store
CVS Pharmacy 6203,-85.807899,38.192039,3997 7th Street Rd,NA,Louisville,KY,40216,4103,JEFFERSON,CVS PHARMACY,445120,3,Convenience Store
KROGER  752,-85.763199,38.203194,3165 S 2nd St,NA,Louisville,KY,40208,1446,JEFFERSON,KROGER,445110,1,Grocery
"ALWATAN BAKERY, INC.",-85.639969,38.21043,3711 Klondike Ln,NA,Louisville,KY,40218,1712,JEFFERSON,ALWATAN BAKERY INC,445200,5,Specialized Lines of Food
Thornton's 28,-85.753624,38.245712,100 W Broadway,NA,Louisville,KY,40202,2110,JEFFERSON,THORNTONS,445120,3,Convenience Store
Walmart NEIGHBORHOOD MKT  5297,-85.644707,38.254192,143 Thierman Ln,NA,St Matthews,KY,40207,5009,JEFFERSON,WALMART NEIGHBORHOOD MKT,445110,1,Grocery
DOLLAR GENERAL 7924,-85.655212,38.214836,2817 DEL RIO PLACE,NA,LOUISVILLE,KY,40220,NA,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
DOLLAR GENERAL 7924,-85.655212,38.214836,2817 DEL RIO PLACE,NA,LOUISVILLE,KY,40220,NA,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
DOLLAR GENERAL 3174,-85.688232,38.076988,201 Terry Blvd,NA,Louisville,KY,40229,6070,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
DOLLAR GENERAL 3174,-85.688232,38.076988,201 Terry Blvd,NA,Louisville,KY,40229,6070,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
DOLLAR GENERAL  2571,-85.680061,38.126408,8641 Preston Hwy,NA,Louisville,KY,40219,5305,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
DOLLAR GENERAL  2571,-85.680061,38.126408,8641 Preston Hwy,NA,Louisville,KY,40219,5305,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
Circle K 272076,-85.810257000000007,38.189148,4100 Dixie Hwy,NA,Louisville,KY,40216,3812,JEFFERSON,CIRCLE K,445120,3,Convenience Store
Dairy Mart 3267,-85.78273,38.199654,3400 Taylor Blvd,NA,Louisville,KY,40215,2607,JEFFERSON,DAIRY MART,447110,4,Food Mart
DOLLAR GENERAL  0598,-85.623062,38.179001,4744 Bardstown Rd,NA,Louisville,KY,40218,4006,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
DOLLAR GENERAL  0598,-85.623062,38.179001,4744 Bardstown Rd,NA,Louisville,KY,40218,4006,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
DOLLAR GENERAL 0495,-85.840813,38.19656,4443 Cane Run Rd,Ste 150,Louisville,KY,40216,6514,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
DOLLAR GENERAL 0495,-85.840813,38.19656,4443 Cane Run Rd,Ste 150,Louisville,KY,40216,6514,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
DOLLAR GENERAL  0295,-85.846825,38.177719,2625 Rockford Ln,NA,Shively,KY,40216,2954,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
DOLLAR GENERAL  0295,-85.846825,38.177719,2625 Rockford Ln,NA,Shively,KY,40216,2954,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
DOLLAR GENERAL 0059,-85.748444,38.123203,8701 National Tpke,NA,Fairdale,KY,40118,8909,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
DOLLAR GENERAL 0059,-85.748444,38.123203,8701 National Tpke,NA,Fairdale,KY,40118,8909,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
DOLLAR GENERAL  3302,-85.874214,38.130596,8519 Terry Rd,NA,Louisville,KY,40258,1751,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
DOLLAR GENERAL  3302,-85.874214,38.130596,8519 Terry Rd,NA,Louisville,KY,40258,1751,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
DOLLAR GENERAL  0538,-85.881592,38.082256,11909 Dixie Hwy,NA,Valley Station,KY,40272,4808,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
DOLLAR GENERAL  0538,-85.881592,38.082256,11909 Dixie Hwy,NA,Valley Station,KY,40272,4808,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
DOLLAR GENERAL  0992,-85.689552,38.114517,9308 Blue Lick Rd,NA,Louisville,KY,40229,1054,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
DOLLAR GENERAL  0992,-85.689552,38.114517,9308 Blue Lick Rd,NA,Louisville,KY,40229,1054,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
DOLLAR GENERAL 2044,-85.681519,38.166065,4207 Medallion Ct,NA,Louisville,KY,40219,1673,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
DOLLAR GENERAL 2044,-85.681519,38.166065,4207 Medallion Ct,NA,Louisville,KY,40219,1673,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
DOLLAR GENERAL  7153,-85.711685,38.175377,1207 Gilmore Ln,NA,Louisville,KY,40213,2307,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
DOLLAR GENERAL  7153,-85.711685,38.175377,1207 Gilmore Ln,NA,Louisville,KY,40213,2307,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
Dollar General 2180,-85.777283,38.144188,7427 3rd Street Rd,NA,Louisville,KY,40214,4361,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
Dollar General 2180,-85.777283,38.144188,7427 3rd Street Rd,NA,Louisville,KY,40214,4361,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
DOLLAR GENERAL  2353,-85.620506,38.137527,7513 Outer Loop,NA,Louisville,KY,40228,1726,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
DOLLAR GENERAL  2353,-85.620506,38.137527,7513 Outer Loop,NA,Louisville,KY,40228,1726,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
DOLLAR GENERAL  6113,-85.811348,38.222176,3517 Cane Run Rd,NA,Louisville,KY,40211,1918,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
DOLLAR GENERAL  6113,-85.811348,38.222176,3517 Cane Run Rd,NA,Louisville,KY,40211,1918,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
DOLLAR GENERAL  9126,-85.579971,38.205505,9541 Taylorsville Rd,NA,Jeffersontown,KY,40299,2754,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
DOLLAR GENERAL  9126,-85.579971,38.205505,9541 Taylorsville Rd,NA,Jeffersontown,KY,40299,2754,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
DOLLAR GENERAL 8553,-85.887978,38.139622,7005 Global Dr,NA,Louisville,KY,40258,1977,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
DOLLAR GENERAL 8553,-85.887978,38.139622,7005 Global Dr,NA,Louisville,KY,40258,1977,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
GFS Marketplace MP111,-85.576866,38.238319,641 S Hurstbourne Pkwy,NA,Louisville,KY,40222,5040,JEFFERSON,GFS MARKETPLACE MP,452910,2,Super Center and Club Store
KROGER #L-00379 L379,-85.5896,38.214348,9080 Taylorsville Rd,NA,Louisville,KY,40299,1750,JEFFERSON,KROGER L L,445110,1,Grocery
CHOIS ASIAN FOOD MARKET,-85.604492,38.259472,607 Lyndon Ln,NA,Louisville,KY,40222,4639,JEFFERSON,CHOIS ASIAN FOOD MARKET,445200,5,Specialized Lines of Food
Kroger 785,-85.828499,38.16843,4915 Dixie Hwy,Ste A,Louisville,KY,40216,2501,JEFFERSON,KROGER,445110,1,Grocery
DOLLAR GENERAL 9448,-85.661148,38.154549,5501 Clearwater Farms,NA,Louisville,KY,40219,NA,JEFFERSON,DOLLAR GENERAL,447110,4,Food Mart
DOLLAR GENERAL 9448,-85.661148,38.154549,5501 Clearwater Farms,NA,Louisville,KY,40219,NA,JEFFERSON,DOLLAR GENERAL,445120,3,Convenience Store
THORNTONS QUICK CAFE & MKT 154,-85.668655,38.208012,3300 Bardstown Rd,NA,Louisville,KY,40218,4602,JEFFERSON,THORNTONS QUICK CAFE  MKT,445120,3,Convenience Store
THORNTONS QUICK CAFE & MKT 153,-85.604691,38.364056,13302 W Highway 42,NA,Prospect,KY,40059,9202,JEFFERSON,THORNTONS QUICK CAFE  MKT,445120,3,Convenience Store
Thornton's 151,-85.578476,38.131882,7920 Bardstown Rd,NA,Louisville,KY,40291,3438,JEFFERSON,THORNTONS,445120,3,Convenience Store
THORNTONS QUICK CAFE & MKT 152,-85.869881,38.102444,10501 Dixie Hwy,NA,Louisville,KY,40272,4347,JEFFERSON,THORNTONS QUICK CAFE  MKT,445120,3,Convenience Store
THORNTONS QUICK CAFE & MKT 031,-85.511757,38.290051,12412 Lagrange Rd,NA,Louisville,KY,40245,1901,JEFFERSON,THORNTONS QUICK CAFE  MKT,445120,3,Convenience Store
THORNTONS QUICK CAFE & MKT 026,-85.487846,38.23885,14101 Shelbyville Rd,NA,Louisville,KY,40245,4108,JEFFERSON,THORNTONS QUICK CAFE  MKT,445120,3,Convenience Store
THORNTONS QUICK CAFE & MKT 034,-85.603989,38.25893,605 Lyndon Ln,NA,Louisville,KY,40222,4639,JEFFERSON,THORNTONS QUICK CAFE  MKT,445120,3,Convenience Store
THORNTONS QUICK CAFE & MKT 102,-85.629204,38.220177,3909 Taylorsville Rd,NA,Louisville,KY,40220,1414,JEFFERSON,THORNTONS QUICK CAFE  MKT,445120,3,Convenience Store
SPEEDWAY 9678,-85.775993,38.206524,3030 Taylor Blvd,NA,Louisville,KY,40208,1157,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
THORNTONS QUICK CAFE & MARKET 41,-85.709183,38.171238,5318 Preston Hwy,NA,Louisville,KY,40213,2714,JEFFERSON,THORNTONS QUICK CAFE  MARKET,445120,3,Convenience Store
SPEEDWAY 9648,-85.784317,38.262325,2112 Duncan St,NA,Louisville,KY,40212,1367,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Thorton's 54,-85.643066,38.189899,4154 Bardstown Rd,NA,Louisville,KY,40218,3245,JEFFERSON,THORTONS,445120,3,Convenience Store
THORNTON'S GAS & FOOD MART 27,-85.707222,38.259666,2007 Brownsboro Rd,NA,Louisville,KY,40206,2117,JEFFERSON,THORNTONS GAS  FOOD MART,445120,3,Convenience Store
TAYLOR BLVD PIC PAC,-85.776535,38.206139,3110 Taylor Blvd,NA,Louisville,KY,40215,2603,JEFFERSON,TAYLOR BLVD PIC PAC,447110,4,Food Mart
WALGREEN 12321,-85.769905,38.211571,700 Algonquin Pkwy,NA,Louisville,KY,40208,1651,JEFFERSON,WALGREEN,445120,3,Convenience Store
TOM'S FRUIT MARKET,-85.763519,38.158962,6722 Strawberry Ln,NA,Louisville,KY,40214,3036,JEFFERSON,TOMS FRUIT MARKET,445200,5,Specialized Lines of Food
SPEEDWAY 9653,-85.728745,38.219673,1422 Poplar Level Rd,NA,Louisville,KY,40217,1345,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
WALGREEN 02924,-85.700684,38.25359,2368 Frankfort Ave,NA,Louisville,KY,40206,2466,JEFFERSON,WALGREEN,445120,3,Convenience Store
SPEEDWAY 9714,-85.838417,38.198643,4340 Cane Run Rd,NA,Louisville,KY,40216,4568,JEFFERSON,SPEEDWAY,445120,3,Convenience Store
Beechmont Open Air Market,-85.7676285,38.1841037,The corner of Wellington and Southern parkway,NA,Louisville,KY,40214,NA,JEFFERSON,BEECHMONT OPEN AIR MARKET,6,6,Farmer's Market
Bluegrass Global Growers Market,-85.763805,38.178432,4801 Southside Drive,NA,Louisville,KY,40214,NA,JEFFERSON,BLUEGRASS GLOBAL GROWERS MARKET,6,6,Farmer's Market
Douglass Loop Farmers' Market,-85.694272,38.225492,2005 Douglass Blvd,NA,Louisville,KY,40205,NA,JEFFERSON,DOUGLASS LOOP FARMERS MARKET,6,6,Farmer's Market
Gray Street Farmers Market,-85.746144,38.246362,400 - 485 E Gray St,NA,Louisville,KY,40202,NA,JEFFERSON,GRAY STREET FARMERS MARKET,6,6,Farmer's Market
Louisville Farmers Market,-85.493095,38.238483,153 South English Station Rd,NA,Louisville,KY,40245,NA,JEFFERSON,LOUISVILLE FARMERS MARKET,6,6,Farmer's Market
Lyndon Farmers' Market,-85.612424,38.272937,7515 Westport Road,NA,Louisville,KY,40222,NA,JEFFERSON,LYNDON FARMERS MARKET,6,6,Farmer's Market
Old Louisville Farm Works Market,-85.7584,38.2362,1143 South Third St.,NA,Lousiville,KY,NA,NA,JEFFERSON,OLD LOUISVILLE FARM WORKS MARKET,6,6,Farmer's Market
Phoenix Hill NuLu Farmers' Market,-85.733185,38.251544,1007 E. Jefferson St.,NA,Louisville,KY,40206,NA,JEFFERSON,PHOENIX HILL NULU FARMERS MARKET,6,6,Farmer's Market
Rainbow Blossom Farmers' Market,-85.6588,38.2524,3738 Lexington Road,NA,Louisville,KY,NA,NA,JEFFERSON,RAINBOW BLOSSOM FARMERS MARKET,6,6,Farmer's Market
Saint Andrew Farmers Market,-85.6230386,38.2275306,2608 Browns Lane,NA,Louisville,KY,40220,NA,JEFFERSON,SAINT ANDREW FARMERS MARKET,6,6,Farmer's Market
South Points Farmers Market,-85.784554,38.181518,4148 Taylor Blvd,NA,Louisville/Jefferson County metro government (balance),KY,40215,NA,JEFFERSON,SOUTH POINTS FARMERS MARKET,6,6,Farmer's Market
"Southwest Farmers Market Louisville, KY",-85.868753,38.10686,10200 Dixie Hway,NA,Louisville/Jefferson County metro government (balance),KY,40272,NA,JEFFERSON,SOUTHWEST FARMERS MARKET LOUISVILLE KY,6,6,Farmer's Market
St. Matthews Farmers Market,-85.6454,38.2512,330 N. Hubbard Lane,NA,Louisville,KY,40207,NA,JEFFERSON,ST MATTHEWS FARMERS MARKET,6,6,Farmer's Market
The Original Bardstown Road Farmers Market,-85.702387,38.229066,1722 Bardstown Road,NA,Louisville,KY,40205,NA,JEFFERSON,THE ORIGINAL BARDSTOWN ROAD FARMERS MARKET,445200,5,Specialized Lines of Food
Westport Rd Baptist Farmers Market,-85.5719634,38.2888862,9705 Westport Rd,NA,Louisville,KY,40241,NA,JEFFERSON,WESTPORT RD BAPTIST FARMERS MARKET,6,6,Farmer's Market
